,Body,Actual Tags,Predicted Tags
1880,麒麟霸啤酒,"('啤酒',)","('啤酒',)"
1881,水橋保壽堂濃密泡沫潔顏皂,"('洗面乳',)","('洗面乳',)"
1882,人生製藥渡邊維他命粒盒,"('維他命B',)",()
1883,白蘭洗衣粉,"('洗衣粉',)","('洗衣粉',)"
1884,潤透上質無瑕粉餅,"('粉餅',)","('粉餅',)"
1885,鹹蛋超人造型牙刷,"('兒童牙刷',)","('兒童牙刷',)"
1886,西莎雞肉蒸鮮包,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
1887,白鴿天然濃縮抗菌洗衣精柔順抗菌補充包包,"('洗衣精',)","('洗衣精',)"
1888,原萃日式綠茶,"('即飲無糖茶', '即飲綠茶')","('即飲無糖茶', '即飲綠茶')"
1889,無卡分期吋電競筆電,"('筆記型電腦',)","('筆記型電腦',)"
1890,粉持久完美持妝粉底號,"('粉底液',)","('粉底液',)"
1891,區高山烏龍茶入,"('即飲烏龍茶',)","('即飲烏龍茶',)"
1892,亞莉佳氣泡水,"('氣泡水',)","('氣泡水',)"
1893,潘婷染燙修護洗髮乳,"('洗髮精',)","('洗髮精',)"
1894,西班牙希臘優格入,"('優格',)","('優格',)"
1895,純欖護唇膏,"('護唇膏',)","('護唇膏',)"
1896,耐吉單寧皮革大童鞋女鞋,"('運動鞋',)","('運動鞋',)"
1897,極致輕薄充電無線滑鼠,"('滑鼠',)","('滑鼠',)"
1898,捷視科技萬實物攝影機限量贈送記憶卡無線滑鼠,"('滑鼠',)",()
1899,男性專用造型潔淨洗髮精,"('洗髮精',)","('洗髮精',)"
1900,光泉米漿,"('米漿/豆米漿',)","('米漿/豆米漿',)"
1901,無瑕牙刷軟性,"('成人牙刷',)","('成人牙刷',)"
1902,七星軟包香菸毫克條,"('菸',)","('菸',)"
1903,日本味王維生素群加強錠男女用任選粒盒共計盒網,"('維他命B',)","('維他命B',)"
1904,嘉麗寶吋碳素定時電暖器台灣製造,"('電暖器',)","('電暖器',)"
1905,包番茄醬飲料去,"('常溫醬包',)","('常溫醬包',)"
1906,脫普檀香沐浴精,"('沐浴乳',)","('沐浴乳',)"
1907,華為智慧手環,"('智慧錶',)","('智慧錶',)"
1908,長袖上衣女,"('運動/機能服',)","('運動/機能服',)"
1909,歐樂牙齦專護牙膏勁爽,"('成人牙膏',)","('成人牙膏',)"
1910,心機星魅誘光唇膏,"('唇膏',)","('唇膏',)"
1911,妙管家除臭抗菌超濃縮洗衣粉,"('洗衣粉',)","('洗衣粉',)"
1912,純米潤澤淨白洗顏乳,"('洗面乳',)","('洗面乳',)"
1913,日本製花王石原聰美香水衣物柔軟精和諧花香,"('柔軟精',)","('柔軟精',)"
1914,指甲油,"('指甲油',)","('指甲油',)"
1915,展北方臥浴用對流電暖器,"('電暖器',)","('電暖器',)"
1916,男慢跑鞋,"('運動鞋',)","('運動鞋',)"
1917,花香原效洗髮乳潤澤滋養,"('洗髮精',)","('洗髮精',)"
1918,培恩加強型葉黃素膠囊粒,"('葉黃素',)","('葉黃素',)"
1919,香蒲麗瑚光珊色眼膜片,"('面膜',)","('面膜',)"
1920,愛詩庭雞仔牌室內芳香劑寵物除臭除煙味擴香瓶芳香消臭氣味芬芳,"('擴香瓶',)","('擴香瓶',)"
1921,愛鳥衛生套量販包,"('保險套',)","('保險套',)"
1922,零粉感超持久粉底,"('粉底液',)","('粉底液',)"
1923,深層卸粧油,"('卸妝油',)","('卸妝油',)"
1924,馬修嚴選藍莓優格,"('優格',)","('優格',)"
1925,白鴿柔順抗菌天然濃縮洗衣精補充包,"('洗衣精',)","('洗衣精',)"
1926,媚比琳遮遮稱奇遮瑕膏健康色,"('遮瑕膏',)","('遮瑕膏',)"
1927,智慧心率跑錶,"('智慧錶',)","('智慧錶',)"
1928,法米納挑嘴成貓天然無穀糧雞肉石榴,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
1929,摩洛哥堅果潤唇膏,"('護唇膏',)","('護唇膏',)"
1930,戀愛密碼亮白修護水感乳液,"('臉部乳液',)","('臉部乳液',)"
1931,可爾必思乳酸菌,"('乳酸菌',)","('乳酸菌',)"
1932,柏克金德式黑啤酒短,"('啤酒',)","('啤酒',)"
1933,倍潔雅無漂白抽取衛生紙抽包袋網,"('衛生紙',)","('衛生紙',)"
1934,官方旗艦館男性基本系列圓領衫黑色亞規,"('運動/機能服',)","('運動/機能服',)"
1935,韋恩咖啡特濃,"('即飲咖啡',)","('即飲咖啡',)"
1936,控油調理面膜,"('面膜',)","('面膜',)"
1937,要番茄醬跟胡椒鹽,"('常溫醬包',)","('常溫醬包',)"
1938,外送費,"('啤酒',)","('啤酒',)"
1939,凱娜導管式衛生棉條量多型入,"('棉條',)","('棉條',)"
1940,蠟菊精華保濕露,"('精華液',)","('精華液',)"
1941,美津濃一般型寬楦慢跑鞋,"('運動鞋',)","('運動鞋',)"
1942,統一麥香紅茶入組,"('即飲紅茶',)","('即飲紅茶',)"
1943,高山烏龍茶,"('即飲烏龍茶',)","('即飲烏龍茶',)"
1944,魅尚萱完美修護精油潤髮乳,"('潤髮乳',)","('潤髮乳',)"
1945,糖霜柔霧唇膏色可選,"('唇膏',)","('唇膏',)"
1946,光泉乳香世家超優質鮮乳低,"('鮮乳',)","('鮮乳',)"
1947,水平衡香水沐浴乳清新田園調清新田園調,"('沐浴乳',)","('沐浴乳',)"
1948,麝香貓白咖啡低糖印尼製即沖即飲精神糧食白咖啡拿鐵蝦皮現貨,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
1949,大乾桶麵地獄辣椒,"('速食麵/泡麵',)","('速食麵/泡麵',)"
1950,古寶無患子方韾最愛玫瑰香氛淨白玉容散沐浴乳入,"('沐浴乳',)","('沐浴乳',)"
1951,瑞士快速雲男岩鐵橘,"('運動鞋',)",()
1952,番茄醬包糖包包,"('常溫醬包',)","('常溫醬包',)"
1953,味味排骨雞乾包,"('速食麵/泡麵',)","('速食麵/泡麵',)"
1954,,"('智慧型手機',)",()
1955,亞馬遜白泥淨緻洗面乳,"('洗面乳',)","('洗面乳',)"
1956,渲漾水色唇膏光透粉,"('唇膏',)","('唇膏',)"
1957,沛特斯頂級有機洗髮精白麝香絲滑,"('洗髮精',)","('洗髮精',)"
1958,全新升級新升級超濃縮深層抗菌除臭洗衣精補充包微香型,"('洗衣精',)","('洗衣精',)"
1959,尚朋堂人份養生不鏽鋼電鍋,"('電鍋',)","('電鍋',)"
1960,我的心機玻尿酸鎖水保濕面膜入,"('面膜',)","('面膜',)"
1961,咖啡因洗髮露一般型運動型雙動力任選四,"('洗髮精',)","('洗髮精',)"
1962,白蘭超濃縮洗衣精補充包入箱強效除蹣蘆薈親膚陽光馨香茶樹除菌,"('洗衣精',)","('洗衣精',)"
1963,萬家香鮮露醬油瓶瓶,"('醬油類',)","('醬油類',)"
1964,思波綺金耀瞬護髮膜補充,"('護髮乳',)","('護髮乳',)"
1965,黑人經典纖柔牙刷入裝入入入,"('成人牙刷',)","('成人牙刷',)"
1966,毛孩王莫比低卡減肥成貓化毛專用配方,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
1967,麥斯威爾特濃三合一咖啡,"('即溶咖啡',)","('即溶咖啡',)"
1968,倍潔雅超質感抽取式衛生紙抽包,"('衛生紙',)","('衛生紙',)"
1969,微軟時尚行動滑鼠薄荷綠,"('滑鼠',)","('滑鼠',)"
1970,蘇菲天然草本衛生棉日用片,"('衛生棉',)","('衛生棉',)"
1971,山元鰹魚醬油,"('醬油類',)","('醬油類',)"
1972,媚比琳超持久霧感液態唇膏貪玩南瓜橘,"('唇蜜',)","('唇蜜',)"
1973,預收維力炸醬麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
1974,凱婷璀鑽幻光眼影盒,"('眼影盤',)","('眼影盤',)"
1975,娜艾菩沐浴乳,"('沐浴乳',)","('沐浴乳',)"
1976,立得清酒精擦濕紙巾抽包袋,"('濕紙巾',)","('濕紙巾',)"
1977,植萃萌髮健髮洗髮露咖啡因,"('洗髮精',)","('洗髮精',)"
1978,皂福無香精洗衣精補,"('洗衣精',)","('洗衣精',)"
1979,霓淨思玻尿酸深度潤澤霜,"('面霜/乳霜',)","('面霜/乳霜',)"
1980,媚點零瑕美肌粧前乳綠,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
1981,歐蕾滋潤緊緻優惠組護膚霜活膚露,"('面霜/乳霜',)","('面霜/乳霜',)"
1982,荷蘭葛蘭斯啤酒,"('啤酒',)","('啤酒',)"
1983,柔焦輕透美肌粉餅限定組,"('粉餅',)","('粉餅',)"
1984,日本新升級超濃縮抗菌洗衣膠囊洗衣球顆盒裝室內晾衣型,"('洗衣球',)","('洗衣球',)"
1985,契爾氏保濕滋潤牛油果酪梨眼霜,"('眼霜',)","('眼霜',)"
1986,日本悠斯晶乳霜美日多多,"('面霜/乳霜',)","('面霜/乳霜',)"
1987,蜜妮透白勻亮洗面乳,"('洗面乳',)","('洗面乳',)"
1988,寵愛之名多分子玻尿酸藍銅保濕化妝水,"('化妝水',)","('化妝水',)"
1989,西莎餐盒雞肉,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
1990,型低藍光不閃屏安卓顯示器型號,"('液晶電視',)","('液晶電視',)"
1991,好厝邊韓國高麗雅娜深層清潔保溼補水提拉緊緻安瓶洗面乳,"('洗面乳',)","('洗面乳',)"
1992,日本熊野麗白薏仁化妝水,"('化妝水',)","('化妝水',)"
1993,來一客肉燥菠菜風味杯入即食杯麵蝦皮現貨,"('速食麵/泡麵',)","('速食麵/泡麵',)"
1994,植粹精油潤髮乳柔順輕盈,"('潤髮乳',)","('潤髮乳',)"
1995,炫彩幻澤眼影,"('眼影盤',)","('眼影盤',)"
1996,光感煥白霜,"('CC霜',)",()
1997,巴黎萊雅金緻護髮精油花萃馥活精華薰衣草,"('護髮乳',)","('護髮乳',)"
1998,六色眼影盤紅梨,"('眼影盤',)","('眼影盤',)"
1999,凱夢控油洗髮精健髮洗髮精水漾香氛護髮膜任選兩件,"('洗髮精',)","('洗髮精',)"
2000,優您事動物系列保險套瘋狂企鵝三合一型入,"('保險套',)","('保險套',)"
2001,爵戀氨基酸修護洗髮精水潤滑順,"('洗髮精',)","('洗髮精',)"
2002,蜜妮深層卸粧棉補充包入,"('卸妝棉',)","('卸妝棉',)"
2003,凱婷粹選單色眼影,"('眼影盤',)","('眼影盤',)"
2004,聲寶級變頻門電冰箱星辰灰,"('冰箱',)","('冰箱',)"
2005,台灣一番綜合水果脆片,"('啤酒',)","('啤酒',)"
2006,慕堤慕堤濃縮蕃茄醬進口食材,"('常溫醬包',)","('常溫醬包',)"
2007,女慢跑鞋米白,"('運動鞋',)","('運動鞋',)"
2008,飛激長睫毛膏放色線激穩抗震眼線液贈飛激翹睫毛夾,"('眼線液',)","('眼線液',)"
2009,媚點自然光感美肌霜健康膚色,"('BB霜',)","('BB霜',)"
2010,新鴻運雙晶球薄荷紫綠,"('菸',)","('菸',)"
2011,祥寶皮膚病沐浴,"('沐浴乳',)","('沐浴乳',)"
2012,經典緞光唇膏暮光,"('唇膏',)","('唇膏',)"
2013,護唇霜飄雅紅,"('護唇膏',)","('護唇膏',)"
2014,耐吉休閒鞋運動女鞋經典款皮革簡約大童穿搭全白,"('運動鞋',)","('運動鞋',)"
2015,聲寶三層光觸媒紫外線烘碗機,"('烘碗機',)","('烘碗機',)"
2016,過海製麵所曾拌麵麻油椒香素包大買家,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
2017,綠的男性抗菌沐浴乳深層淨味制菌茶樹,"('沐浴乳',)","('沐浴乳',)"
2018,生活魔法師櫻花牌原廠複合型活化淨水器整套含營業稅,"('淨水器/濾水器',)","('淨水器/濾水器',)"
2019,媚比琳清透嫩全效合粉餅升級版自然色,"('粉餅',)","('粉餅',)"
2020,蘋果肌紅潤腮紅色可選蘋果肌腮紅超顯色蝦皮,"('腮紅',)","('腮紅',)"
2021,專科水嫩面膜盒,"('面膜',)","('面膜',)"
2022,澎澎亮澤滋潤香浴乳瓶,"('沐浴乳',)","('沐浴乳',)"
2023,預購迷你護唇膏六支組,"('護唇膏',)","('護唇膏',)"
2024,新纖秀大衛杜夫,"('菸',)","('菸',)"
2025,英國製卡其綠墨綠酒紅,"('運動鞋',)",()
2026,艾森絲鏡光亮澤指甲油,"('指甲油',)","('指甲油',)"
2027,羅技藍芽滑鼠,"('滑鼠',)","('滑鼠',)"
2028,超纖益生菌粉包,"('益生菌',)","('益生菌',)"
2029,寶瀅強效淨垢護色洗衣凝露薰衣草香氛,"('洗衣精',)","('洗衣精',)"
2030,金車伯朗三合一藍山風味,"('即溶咖啡',)","('即溶咖啡',)"
2031,光泉全脂保久乳瓶,"('保久乳',)","('保久乳',)"
2032,優酪乳原味,"('優酪乳',)","('優酪乳',)"
2033,一匙靈洗衣精花,"('洗衣精',)","('洗衣精',)"
2034,澎澎補充包滋潤,"('沐浴乳',)","('沐浴乳',)"
2035,光泉低脂保久乳包箱包箱,"('保久乳',)","('保久乳',)"
2036,醫數位保險套無感超薄,"('保險套',)","('保險套',)"
2037,夏普微波爐,"('微波爐',)","('微波爐',)"
2038,一番監製咖哩鍋,"('啤酒',)","('啤酒',)"
2039,膚蕊美肌淨透霜零毛孔健康膚色,"('BB霜',)","('BB霜',)"
2040,義美全脂鮮乳,"('鮮乳',)","('鮮乳',)"
2041,甜酒小町酒粕米糠護手乳,"('護手霜',)","('護手霜',)"
2042,豆乳煥白洗面乳,"('洗面乳',)","('洗面乳',)"
2043,韓國極緻水感保濕面膜膠原,"('面膜',)","('面膜',)"
2044,戴森三合一空氣清淨機電暖器循環扇時尚白,"('電暖器',)","('電暖器',)"
2045,外送一度贊紅燒牛肉麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
2046,吸塵器,"('吸塵器',)","('吸塵器',)"
2047,魅力燃燒勻體精華,"('精華液',)","('精華液',)"
2048,義美低糖豆奶瓶,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
2049,雪芙蘭美肌沐浴乳綠茶清新,"('沐浴乳',)","('沐浴乳',)"
2050,后拱辰享陰陽調和洗顏乳拱辰享山茶花柔嫩潔膚蜜任選一款正統公司貨,"('洗面乳',)","('洗面乳',)"
2051,蜂蜜護髮膜,"('護髮乳',)","('護髮乳',)"
2052,德恩奈超氟牙膏蝦皮現貨,"('成人牙膏',)","('成人牙膏',)"
2053,海尼根啤酒罐裝,"('啤酒',)","('啤酒',)"
2054,天然礦泉水毫,"('礦泉水',)","('礦泉水',)"
2055,刷樂炭密清新牙刷支入,"('成人牙刷',)","('成人牙刷',)"
2056,珂莉奧不斷電持色粉蠟眉鉛筆深棕,"('眉筆',)","('眉筆',)"
2057,法國皮爾夏濃索米爾不甜氣泡酒,"('RTD調酒',)","('RTD調酒',)"
2058,一號護唇膏甜梨果限量版,"('護唇膏',)","('護唇膏',)"
2059,長袖上衣男,"('運動/機能服',)","('運動/機能服',)"
2060,小可愛指甲油,"('指甲油',)","('指甲油',)"
2061,高洪蛋餃,"('火鍋料',)","('火鍋料',)"
2062,思高金縷梅玻尿酸毛孔細緻化妝水,"('化妝水',)","('化妝水',)"
2063,金牌台灣啤酒,"('啤酒',)","('啤酒',)"
2064,歐荷柏蘆薈保濕沐浴露,"('沐浴乳',)","('沐浴乳',)"
2065,寵物潔牙骨沛樂芙強效潔牙骨台灣製造沛樂芙潔牙片寵物食品狗潔牙寵物潔牙零食雙購物節,"('狗零食',)","('狗零食',)"
2066,蔻蘿蘭涼感淨化洗髮精,"('洗髮精',)","('洗髮精',)"
2067,舊街場三合一經典白咖啡包,"('即溶咖啡',)","('即溶咖啡',)"
2068,星之冠經典指甲油,"('指甲油',)","('指甲油',)"
2069,米家手持無線吸塵器,"('吸塵器',)","('吸塵器',)"
2070,精品一對一變頻冷暖空調型號,"('冷氣/冷暖空調',)","('冷氣/冷暖空調',)"
2071,美美購電子發票露得清清透潔面皂,"('洗面乳',)","('洗面乳',)"
2072,花雕酸菜牛肉碗麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
2073,真爽麻辣豬特價,"('速食麵/泡麵',)","('速食麵/泡麵',)"
2074,艾惟諾燕麥高效舒緩護手霜,"('護手霜',)","('護手霜',)"
2075,三詩達葉綠素牙膏,"('成人牙膏',)","('成人牙膏',)"
2076,雲絲頓天香毫克傑太,"('菸',)","('菸',)"
2077,寶亨號晶球香菸,"('菸',)","('菸',)"
2078,海苔醬香菇,"('常溫醬包',)","('常溫醬包',)"
2079,媚比琳寶貝護唇膏繽紛狂歡系列狂野櫻桃,"('護唇膏',)","('護唇膏',)"
2080,我的健康日記蜂王膠原飲入,"('膠原蛋白',)","('膠原蛋白',)"
2081,流雲持久防水炫彩眼影筆金礦,"('眼影筆',)","('眼影筆',)"
2082,耀晶石頭小瓦掃地機器人通用可水洗拖布,"('掃地機',)","('掃地機',)"
2083,白鴿防蹣洗衣精,"('洗衣精',)","('洗衣精',)"
2084,耐吉休閒鞋運動男女鞋基本款皮革簡約復古小穿搭白橘,"('運動鞋',)","('運動鞋',)"
2085,魔力家不鏽鋼分離式快煮壺單色款電熱水壺電茶壺花茶壺養生壺,"('快煮壺',)","('快煮壺',)"
2086,露華濃經典璀璨唇膏裸色霧粉,"('唇膏',)","('唇膏',)"
2087,吸塵器,"('吸塵器',)","('吸塵器',)"
2088,歐碧棉條普通型,"('棉條',)","('棉條',)"
2089,慢跑鞋運動休閒女鞋亞瑟士輕量緩衝入門日常穿搭黑白,"('運動鞋',)","('運動鞋',)"
2090,紐約迷霧唇膏太妃糖拿鐵,"('唇膏',)","('唇膏',)"
2091,微醉碳酸汽水,"('RTD調酒',)","('RTD調酒',)"
2092,茲恩簡單蜜粉餅白皙,"('蜜粉',)","('蜜粉',)"
2093,本我系列腕錶洋蔥網通現貨供應全新機空機,"('智慧錶',)","('智慧錶',)"
2094,樂絲朵摩洛哥護髮精華乳,"('護髮乳',)","('護髮乳',)"
2095,舒妃北海道馬油強效保濕護髮膜,"('護髮乳',)","('護髮乳',)"
2096,氨基酸精華液小,"('精華液',)","('精華液',)"
2097,麗仕平衡舒緩精油香氛沐浴露無花果,"('沐浴乳',)","('沐浴乳',)"
2098,媚比琳輕柔眼唇卸妝液,"('眼唇卸妝',)","('眼唇卸妝',)"
2099,微醉碳酸汽水,"('RTD調酒',)","('RTD調酒',)"
2100,民生有機黑豆醬油,"('醬油類',)","('醬油類',)"
2101,露得清身體潤膚乳液,"('身體乳液',)","('身體乳液',)"
2102,怪獸部落小怪獸貓無膠主食罐種肉鱉肉,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
2103,曼思水性可剝指甲油果凍,"('指甲油',)","('指甲油',)"
2104,統一肉骨茶碗麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
2105,丸莊黑豆薄鹽醬油,"('醬油類',)","('醬油類',)"
2106,復古休閒鞋女鞋白色楦,"('運動鞋',)","('運動鞋',)"
2107,輕盈美睫精萃睫毛膏彎彎,"('睫毛膏',)","('睫毛膏',)"
2108,買悠康旭甘薑黃蠔蜆錠,"('薑黃',)","('薑黃',)"
2109,明眸防暈纖細眼線膠筆魅惑棕,"('眼線膠筆',)","('眼線膠筆',)"
2110,醫岡本衛生套蝶薄型入,"('保險套',)","('保險套',)"
2111,不怕水眉膠筆棕灰色,"('眉膠筆',)","('眉膠筆',)"
2112,西華小當家中式單柄炒鍋曾國城熱情推薦,"('鍋具',)","('鍋具',)"
2113,開插高溫斷電延長線米,"('菸',)","('菸',)"
2114,極緻絕對有型眉筆,"('眉筆',)","('眉筆',)"
2115,養髮秘帖洗髮精細軟扁塌髮,"('洗髮精',)","('洗髮精',)"
2116,日立坪變頻冷專系列分離式冷氣,"('冷氣/冷暖空調',)","('冷氣/冷暖空調',)"
2117,台灣因特力淨酵素兒童牙膏款可選,"('兒童牙膏',)","('兒童牙膏',)"
2118,馬油保濕潤澤洗面乳,"('洗面乳',)","('洗面乳',)"
2119,時尚單色眼影,"('眼影盤',)","('眼影盤',)"
2120,名象不銹鋼直立型烘碗機型號,"('烘碗機',)","('烘碗機',)"
2121,抗暗沉泡洗顏,"('洗面乳',)","('洗面乳',)"
2122,燕京純生啤酒,"('啤酒',)","('啤酒',)"
2123,一度贊紅燒牛肉碗麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
2124,淨男士去屑洗髮乳清爽控油,"('洗髮精',)","('洗髮精',)"
2125,卡樂芙抗熱強韌修護洗髮精,"('洗髮精',)","('洗髮精',)"
2126,呂滋養韌髮洗髮精敏感性頭皮適用,"('洗髮精',)","('洗髮精',)"
2127,一匙靈超濃縮洗衣精制菌,"('洗衣精',)","('洗衣精',)"
2128,售完小獅王寬口葫蘆大奶瓶,"('奶瓶',)","('奶瓶',)"
2129,思波綺瞬亮修護潤髮乳,"('潤髮乳',)","('潤髮乳',)"
2130,歐蕾暢銷天后多元修護日霜晚霜日夜用面霜任選入組,"('面霜/乳霜',)","('面霜/乳霜',)"
2131,高保濕修護精華遮,"('精華液',)","('精華液',)"
2132,超商取貨維力一度贊老甕牛肉麵入,"('速食麵/泡麵',)","('速食麵/泡麵',)"
2133,澎澎親膚舒緩沐浴乳,"('沐浴乳',)","('沐浴乳',)"
2134,嬌生美體主張煥采透白乳液,"('臉部乳液',)","('臉部乳液',)"
2135,迪奧專業後台眼影,"('眼影盤',)","('眼影盤',)"
2136,雀巢咖啡合袋裝濃醇,"('即溶咖啡',)","('即溶咖啡',)"
2137,官方旗艦館長版外套男,"('運動/機能服',)","('運動/機能服',)"
2138,台灣現貨賣家宅配免運不鏽鋼免火再煮鍋附蒸片生活佳大容量不鏽鋼鍋悶鍋再煮鍋免火再煮,"('鍋具',)","('鍋具',)"
2139,花王弱酸性洗髮精,"('洗髮精',)","('洗髮精',)"
2140,花王洗髮補溫潤,"('洗髮精(嬰幼童/孕婦)',)",()
2141,一度贊麻辣牛肉麵入,"('速食麵/泡麵',)","('速食麵/泡麵',)"
2142,葉面膜三代隱形雨刷,"('面膜',)","('面膜',)"
2143,小獅王辛巴蘿蔓晶鑽標準玻璃大奶瓶支組,"('奶瓶',)","('奶瓶',)"
2144,小紅帽咖啡尊爵級咖啡豆,"('咖啡豆',)","('咖啡豆',)"
2145,三多素食素食金盞花葉黃素膠囊粒盒,"('葉黃素',)","('葉黃素',)"
2146,水感果漾唇釉媚惑李色,"('唇釉',)","('唇釉',)"
